hh,own_quant,own_value
H14402-04-02,676.0,223600.0
H14403-04-01,,
H14404-04-01,520.0,306800.0
H14404-04-02,,
H14404-04-03,,
H14405-04-01,1508.0,2860000.0
H14406-04-01,,
H14407-04-01,,
H14407-04-02,,
H14408-04-01,,
H14409-04-01,416.0,478400.0
H14410-04-02,1066.0,743600.0
H14606-04-01,156.0,156000.0
H14612-04-01,,
H14801-04-01,,
H14801-04-02,572.0,676000.0
H14802-04-01,624.0,369200.0
H14803-04-01,1040.0,1539200.0
H14804-04-01,5044.0,1045200.0
H14805-04-01,2964.0,748800.0
H14806-04-01,,
H14806-04-02,780.0,436800.0
H14806-04-03,780.0,1092000.0
H14807-04-01,3796.0,748800.0
H14807-04-02,364.0,405600.0
H14808-04-01,2184.0,2329600.0
H14808-04-02,468.0,520000.0
H14809-04-01,312.0,442000.0
H14810-04-01,1092.0,1326000.0
H14903-04-01,1664.0,1768000.0
H14903-04-02,208.0,124800.0
H14904-04-01,,
H14906-04-01,468.0,280800.0
H14906-04-02,,
H14907-04-01,1612.0,1638000.0
H14908-04-01,2392.0,1612000.0
H14910-04-01,884.0,1736800.0
H15002-04-01,728.0,629200.0
H15003-04-01,416.0,405600.0
H15004-04-01,364.0,696800.0
H15005-04-01,260.0,405600.0
H15006-04-01,546.0,358800.0
H15007-04-01,52.0,156000.0
H15007-04-02,884.0,1404000.0
H15008-04-01,104.0,20800.0
H15008-04-02,130.0,208000.0
H15009-04-01,988.0,1762800.0
H15010-04-01,2990.0,4550000.0
H15101-04-01,1456.0,3520400.0
H15102-04-01,416.0,936000.0
H15102-04-02,,
H15103-04-01,1196.0,1133600.0
H15104-04-01,468.0,176800.0
H15105-04-01,156.0,244400.0
H15106-04-01,1040.0,1872000.0
H15107-04-01,884.0,733200.0
H15108-04-01,1040.0,2132000.0
H15109-04-01,2548.0,774800.0
H15109-04-02,52.0,312000.0
H15110-04-01,884.0,2386800.0
H15301-04-01,1300.0,1076400.0
H15301-04-02,624.0,982800.0
H15302-04-01,1040.0,2444000.0
H15304-04-01,702.0,332800.0
H15305-04-01,364.0,660400.0
H15306-04-01,52.0,52000.0
H15308-04-01,468.0,800800.0
H15309-04-01,442.0,1003600.0
H15309-04-02,,
H15310-04-01,7904.0,2366000.0
H15502-04-01,312.0,858000.0
H15503-04-01,312.0,447200.0
H15504-04-01,104.0,31200.0
H15505-04-01,104.0,364000.0
H15505-04-02,3016.0,2475200.0
H15506-04-01,416.0,821600.0
H15508-04-01,312.0,124800.0
H15509-04-01,260.0,603200.0
H15510-04-01,364.0,504400.0
H15902-04-01,1092.0,158600.0
H15903-04-01,1664.0,1627600.0
H15904-04-01,4004.0,364000.0
H15905-04-01,728.0,364000.0
H15907-04-01,572.0,457600.0
H15908-04-01,364.0,36400.0
H15909-04-01,1924.0,384800.0
H15909-04-02,494.0,384800.0
H15909-04-03,11440.0,832000.0
H15910-04-01,104.0,52000.0
H16201-04-01,208.0,20800.0
H16201-04-02,780.0,379600.0
H16202-04-01,572.0,254800.0
H16203-04-01,208.0,67600.0
H16204-04-01,312.0,312000.0
H16205-04-01,1144.0,343200.0
H16206-04-01,,
H16207-04-01,832.0,410800.0
H16208-04-01,1066.0,2230800.0
H16209-04-01,416.0,171600.0
H16210-04-01,1170.0,1783600.0
H16302-04-01,364.0,182000.0
H16304-04-01,728.0,681200.0
H16305-04-01,156.0,62400.0
H16305-04-02,312.0,332800.0
H16305-04-03,1404.0,551200.0
H16306-04-01,52.0,234000.0
H16307-04-01,2574.0,1573000.0
H16308-04-01,468.0,364000.0
H16308-04-02,728.0,473200.0
H16309-04-01,2028.0,195000.0
H16310-04-01,,
H16401-04-01,1404.0,1622400.0
H16402-04-01,364.0,364000.0
H16403-04-01,624.0,795600.0
H16404-04-01,1196.0,286000.0
H16405-04-01,,
H16405-04-02,533.0,234000.0
H16406-04-01,,
H16407-04-01,728.0,1092000.0
H16407-04-02,,
H16407-04-03,364.0,488800.0
H16408-04-01,728.0,343200.0
H16409-04-01,,
H16409-04-02,520.0,67600.0
H16409-04-04,,
H16410-04-01,379.6000006198883,410800.0
H16501-04-01,156.0,156000.0
H16501-04-02,156.0,234000.0
H16502-04-01,416.0,234000.0
H16503-04-01,156.0,109200.0
H16505-04-01,1248.0,1612000.0
H16505-04-02,312.0,218400.0
H16505-04-03,728.0,946400.0
H16506-04-01,1092.0,644800.0
H16507-04-01,1300.0,1066000.0
H16508-04-01,260.0,130000.0
H16509-04-01,780.0,1170000.0
H16510-04-01,104.0,104000.0
H16604-04-01,1404.0,790400.0
H16604-04-02,,
H16606-04-01,832.0,468000.0
H16607-04-01,1144.0,161200.0
H16609-04-01,1404.0,894400.0
H16611-04-01,676.0,998400.0
H16701-04-01,1352.0,1820000.0
H16702-04-01,5616.0,2709200.0
H16703-04-01,,
H16703-04-02,1040.0,998400.0
H16704-04-01,468.0,494000.0
H16704-04-02,,
H16705-04-01,,
H16707-04-01,1248.0,1684800.0
H16708-04-01,156.0,62400.0
H16709-04-01,260.0,416000.0
H16710-04-01,1040.0,1591200.0
H16802-04-01,1144.0,1029600.0
H16803-04-01,1872.0,1534000.0
H16804-04-01,1144.0,1019200.0
H16806-04-01,260.0,910000.0
H16807-04-01,780.0,644800.0
H16809-04-01,1144.0,431600.0
H16809-04-02,52.0,83200.0
H16809-04-03,416.0,364000.0
H16810-04-01,208.0,260000.0
H17002-04-01,572.0,546000.0
H17003-04-01,5148.0,4024800.0
H17005-04-01,832.0,1471600.0
H17006-04-01,1287.0,1452100.0
H17007-04-01,624.0,384800.0
H17007-04-02,832.0,322400.0
H17008-04-01,2132.0,1752400.0
H17009-04-01,780.0,1430000.0
H17009-04-02,208.0,260000.0
H17010-04-01,2028.0,4056000.0
H17010-04-02,,
H17102-04-01,182.0,698100.0
H17103-04-01,1586.0,2672800.0
H17105-04-01,676.0,265200.0
H17107-04-01,728.0,254800.0
H17109-04-01,1612.0,2314000.0
H17110-04-01,260.0,436800.0
H17201-04-01,,
H17201-04-03,,
H17202-04-01,1456.0,2652000.0
H17203-04-01,468.0,1300000.0
H17204-04-01,1456.0,1081600.0
H17205-04-01,884.0,1492400.0
H17206-04-01,1586.0,876200.0
H17207-04-01,1196.0,1960400.0
H17207-04-02,,
H17208-04-01,676.0,993200.0
H17210-04-01,754.0,1606800.0
H17301-04-01,3172.0,2366000.0
H17302-04-01,1924.0,551200.0
H17308-04-01,2236.0,715000.0
H17309-04-01,1378.0,1081600.0
H17310-04-01,2652.0,2376400.0
H17401-04-01,442.0,1430000.0
H17401-04-02,,
H17403-04-01,,
H17404-04-01,728.0,1222000.0
H17405-04-01,,
H17406-04-01,,
H17408-04-01,884.0,4071600.0
H17409-04-01,1612.0,1050400.0
H17410-04-01,,
H17502-04-01,689.0,1963000.0
H17503-04-01,572.0,1612000.0
H17504-04-02,429.0,889200.0
H17506-04-01,520.0,2002000.0
H17507-04-01,312.0,317200.0
H17508-04-01,208.0,104000.0
H17509-04-01,728.0,1721200.0
H17511-04-01,468.0,1060800.0
H17511-04-02,364.0,364000.0
H17511-04-03,104.0,52000.0
H17601-04-01,728.0,925600.0
H17604-04-01,1820.0,748800.0
H17605-04-01,260.0,374400.0
H17606-04-01,416.0,546000.0
H17608-04-01,104.0,416000.0
H17608-04-02,1820.0,364000.0
H17609-04-01,156.0,343200.0
H17610-04-01,468.0,416000.0
H17701-04-01,1092.0,468000.0
H17703-04-01,546.0,291200.0
H17704-04-01,1300.0,312000.0
H17705-04-02,,
H17707-04-02,260.0,520000.0
H17707-04-03,1456.0,1263600.0
H17707-04-04,676.0,795600.0
H17708-04-01,520.0,2194400.0
H17708-04-02,78.0,223600.0
H17709-04-01,312.0,301600.0
H17710-04-01,312.0,858000.0
H18001-04-01,1560.0,1419600.0
H18001-04-02,52.0,26000.0
H18005-04-01,572.0,603200.0
H18007-04-01,858.0,561600.0
H18010-04-01,1664.0,847600.0
H18011-04-01,1092.0,1008800.0
H18012-04-01,,
H18013-04-01,52.0,104000.0
H18101-04-01,312.0,182000.0
H18102-04-01,1612.0,1050400.0
H18103-04-01,624.0,478400.0
H18103-04-02,624.0,546000.0
H18103-04-03,,
H18104-04-01,858.0,650000.0
H18104-04-02,2184.0,1310400.0
H18104-04-03,572.0,384800.0
H18104-04-04,1144.0,832000.0
H18105-04-01,1924.0,1144000.0
H18106-04-01,,
H18107-04-01,,
H18108-04-01,832.0,936000.0
H18109-04-01,936.0,343200.0
H18110-04-01,1196.0,832000.0
H18201-04-01,260.0,260000.0
H18202-04-02,3328.0,774800.0
H18202-04-03,416.0,176800.0
H18202-04-04,3172.0,795600.0
H18202-04-05,1664.0,514800.0
H18202-04-06,1196.0,655200.0
H18203-04-01,1144.0,1201200.0
H18204-04-01,364.0,364000.0
H18204-04-02,312.0,31200.0
H18205-04-01,494.0,494000.0
H18205-04-02,2184.0,436800.0
H18206-04-01,884.0,925600.0
H18206-04-02,1716.0,416000.0
H18207-04-01,1924.0,1320800.0
H18207-04-02,312.0,156000.0
H18208-04-01,1092.0,972400.0
H18209-04-01,936.0,754000.0
H18209-04-02,4316.0,624000.0
H18210-04-01,1820.0,1430000.0
H18210-04-02,936.0,686400.0
H18210-04-03,104.0,104000.0
H18210-04-04,,
H18210-04-05,,
H18301-04-01,624.0,312000.0
H18301-04-02,312.0,312000.0
H18301-04-03,520.0,260000.0
H18301-04-04,728.0,306800.0
H18301-04-05,1196.0,670800.0
H18301-04-06,520.0,260000.0
H18301-04-07,,
H18302-04-01,312.0,88400.0
H18303-04-01,,
H18305-04-01,208.0,208000.0
H18306-04-01,1196.0,520000.0
H18307-04-01,2964.0,1024400.0
H18308-04-01,468.0,280800.0
H18309-04-01,1352.0,613600.0
H18311-04-01,1352.0,842400.0
H18601-04-01,962.0,829400.0
H18601-04-02,728.0,624000.0
H18601-04-03,1404.0,608400.0
H18602-04-01,1612.0,572000.0
H18603-04-01,1820.0,1055600.0
H18604-04-01,1976.0,1747200.0
H18605-04-01,1898.0,3494400.0
H18606-04-01,1664.0,1367600.0
H18607-04-01,1248.0,1222000.0
H18608-04-01,624.0,343200.0
H18609-04-01,1196.0,426400.0
H18610-04-01,1456.0,1424800.0
H18708-04-01,,
H18712-04-01,6656.0,2678000.0
H18801-04-01,988.0,660400.0
H18801-04-02,520.0,364000.0
H18802-04-01,832.0,468000.0
H18803-04-01,936.0,507000.0
H18804-04-01,884.0,1008800.0
H18805-04-01,9256.0,2683200.0
H18806-04-01,1144.0,1185600.0
H18806-04-02,312.0,249600.0
H18806-04-03,1300.0,936000.0
H18807-04-01,,
H18807-04-02,,
H18808-04-01,1716.0,943800.0
H18808-04-02,260.0,52000.0
H18808-04-03,572.0,603200.0
H18809-04-01,3536.0,1762800.0
H18810-04-01,936.0,826800.0
H18901-04-01,208.0,197600.0
H18902-04-01,1144.0,738400.0
H18904-04-01,1404.0,1159600.0
H18905-04-01,6448.0,1731600.0
H18907-04-01,936.0,2033200.0
H18908-04-01,1300.0,1066000.0
H18909-04-01,1092.0,754000.0
H18910-04-01,2288.0,1050400.0
H19001-04-01,728.0,265200.0
H19001-04-02,884.0,676000.0
H19002-04-01,1508.0,1232400.0
H19004-04-01,780.0,525200.0
H19005-04-01,780.0,647400.0
H19006-04-01,676.0,473200.0
H19007-04-01,364.0,364000.0
H19008-04-01,364.0,364000.0
H19008-04-02,1248.0,1029600.0
H19008-04-03,,
H19008-04-04,364.0,364000.0
H19009-04-01,884.0,608400.0
H19010-04-01,2236.0,1861600.0
H19101-04-01,312.0,208000.0
H19102-04-01,1612.0,1674400.0
H19103-04-01,1352.0,1518400.0
H19104-04-01,1248.0,1466400.0
H19105-04-01,1664.0,1383200.0
H19106-04-01,1664.0,1014000.0
H19107-04-01,1924.0,1461200.0
H19107-04-02,832.0,514800.0
H19107-04-03,260.0,260000.0
H19108-04-01,1664.0,738400.0
H19108-04-02,3276.0,936000.0
H19108-04-03,,
H19109-04-01,2652.0,1500200.0
H19110-04-01,884.0,665600.0
H19201-04-01,5200.0,1339000.0
H19203-04-01,1144.0,3276000.0
H19204-04-01,1040.0,780000.0
H19205-04-01,780.0,696800.0
H19205-04-03,572.0,405600.0
H19206-04-01,,
H19207-04-01,260.0,171600.0
H19208-04-01,832.0,738400.0
H19210-04-01,1768.0,1606800.0
H19211-04-01,52.0,52000.0
H19212-04-01,468.0,358800.0
H19212-04-02,,
H19212-04-03,,
H19401-04-01,,
H19402-04-01,,
H19406-04-01,,
H19407-04-01,,
H19409-04-01,,
H19501-04-01,624.0,618800.0
H19502-04-01,156.0,15600.0
H19504-04-01,,
H19504-04-02,,
H19505-04-01,520.0,275600.0
H19506-04-01,468.0,468000.0
H19507-04-01,312.0,88400.0
H19508-04-01,572.0,234000.0
H19509-04-01,364.0,239200.0
H19510-04-01,364.0,728000.0
H19602-04-01,780.0,374400.0
H19602-04-02,468.0,239200.0
H19603-04-01,468.0,416000.0
H19604-04-01,1508.0,1159600.0
H19605-04-01,,
H19607-04-01,,
H19607-04-03,,
H19608-04-01,,
H19609-04-01,,
H19610-04-01,780.0,1092000.0
H19702-04-01,52.0,52000.0
H19702-04-02,,
H19702-04-03,,
H19702-04-04,2145.0,1248000.0
H19703-04-01,1248.0,1445600.0
H19703-04-02,,
H19704-04-01,728.0,899600.0
H19705-04-01,,
H19707-04-01,884.0,785200.0
H19708-04-01,1508.0,1570400.0
H19709-04-01,832.0,379600.0
H19710-04-01,1768.0,1898000.0
H19711-04-01,988.0,1014000.0
H20002-04-01,806.0,410800.0
H20004-04-01,416.0,379600.0
H20005-04-01,2990.0,936000.0
H20005-04-02,390.0,166400.0
H20006-04-01,104.0,10400.0
H20007-04-01,468.0,468000.0
H20009-04-01,624.0,520000.0
H20010-04-01,364.0,231400.0
H20010-04-02,156.0,31200.0
H20010-04-03,,
H20011-04-01,,
H20201-04-01,1404.0,1071200.0
H20202-04-01,910.0,530400.0
H20203-04-01,416.0,52000.0
H20203-04-02,156.0,72800.0
H20205-04-01,572.0,338000.0
H20206-04-01,1612.0,1196000.0
H20207-04-01,910.0,780000.0
H20207-04-02,1664.0,1570400.0
H20208-04-01,1040.0,291200.0
H20209-04-01,208.0,52000.0
H20210-04-01,624.0,249600.0
H20210-04-02,598.0,345800.0
H20210-04-03,780.0,208000.0
H20301-04-01,364.0,114400.0
H20302-04-01,988.0,676000.0
H20303-04-01,1196.0,603200.0
H20304-04-01,1222.0,725400.0
H20305-04-01,780.0,644800.0
H20306-04-01,1404.0,1248000.0
H20307-04-01,2028.0,1695200.0
H20309-04-01,52.0,26000.0
H20310-04-01,208.0,208000.0
H20310-04-02,1508.0,665600.0
H20401-04-01,884.0,634400.0
H20402-04-01,728.0,395200.0
H20403-04-01,3224.0,3031600.0
H20404-04-01,338.0,374400.0
H20406-04-01,1092.0,603200.0
H20407-04-01,676.0,728000.0
H20408-04-01,416.0,57200.0
H20409-04-01,1144.0,1352000.0
H20411-04-01,1560.0,244400.0
H20503-04-01,260.0,260000.0
H20504-04-01,520.0,1393600.0
H20505-04-01,,
H20507-04-01,,
H20508-04-01,1924.0,1019200.0
H20509-04-01,52.0,156000.0
H20510-04-01,442.0,910000.0
H20601-04-01,312.0,702000.0
H20601-04-02,728.0,218400.0
H20602-04-01,832.0,1830400.0
H20603-04-01,,
H20603-04-02,2912.0,3094000.0
H20603-04-03,,
H20604-04-01,468.0,234000.0
H20606-04-01,780.0,608400.0
H20606-04-02,2028.0,780000.0
H20607-04-01,1716.0,254800.0
H20608-04-01,1352.0,462800.0
H20609-04-02,2600.0,260000.0
H20610-04-02,1092.0,218400.0
H20610-04-03,1560.0,312000.0
H20610-04-04,1924.0,1263600.0
H20611-04-02,1872.0,468000.0
H20801-04-01,2184.0,1092000.0
H20802-04-01,2756.0,1898000.0
H20803-04-01,1300.0,977600.0
H20804-04-01,1404.0,608400.0
H20805-04-01,676.0,364000.0
H20805-04-02,364.0,364000.0
H20807-04-01,1976.0,982800.0
H20809-04-01,4472.0,1170000.0
H20810-04-01,208.0,104000.0
H20811-04-01,3484.0,2548000.0
H20811-04-02,2600.0,1643200.0
H20811-04-03,728.0,312000.0
H20811-04-04,1976.0,504400.0
H20811-04-05,364.0,728000.0
H20901-04-01,,
H20902-04-01,4056.0,1352000.0
H20903-04-02,1144.0,556400.0
H20903-04-03,624.0,624000.0
H20904-04-01,364.0,176800.0
H20905-04-01,1248.0,920400.0
H20905-04-02,520.0,582400.0
H20906-04-01,8164.0,1976000.0
H20906-04-03,728.0,436800.0
H20907-04-01,2964.0,951600.0
H20908-04-01,4940.0,2272400.0
H20908-04-02,,
H20909-04-01,5668.0,1996800.0
H20910-04-01,4160.0,1700400.0
H21101-04-01,520.0,967200.0
H21102-04-01,,
H21102-04-02,1768.0,821600.0
H21103-04-01,1872.0,1424800.0
H21105-04-01,728.0,561600.0
H21106-04-01,884.0,343200.0
H21107-04-01,1716.0,1404000.0
H21108-04-01,3692.0,868400.0
H21109-04-01,1092.0,400400.0
H21110-04-01,,
H21401-04-01,,
H21401-04-02,,
H21402-04-01,,
H21403-04-01,2028.0,1835600.0
H21404-04-01,910.0,728000.0
H21405-04-01,,
H21406-04-01,,
H21407-04-01,1196.0,3068000.0
H21408-04-01,1612.0,2334800.0
H21409-04-01,780.0,884000.0
H21410-04-01,,
H21501-04-01,624.0,161200.0
H21502-04-01,,
H21503-04-01,,
H21505-04-01,,
H21506-04-01,,
H21507-04-01,156.0,31200.0
H21509-04-01,1040.0,956800.0
H21510-04-01,,
H21601-04-01,728.0,338000.0
H21602-04-01,,
H21603-04-01,,
H21608-04-01,1144.0,1040000.0
H21609-04-01,,
H21610-04-01,728.0,109200.0
H21612-04-01,,
H21612-04-02,,
H21701-04-01,936.0,1014000.0
H21703-04-01,728.0,353600.0
H21704-04-01,,
H21705-04-01,936.0,1248000.0
H21706-04-01,364.0,910000.0
H21708-04-01,,
H21709-04-01,,
H21710-04-01,,
H21711-04-01,,
H22001-04-01,,
H22002-04-01,,
H22003-04-01,,
H22004-04-01,3172.0,3031600.0
H22004-04-03,52.0,104000.0
H22004-04-04,1144.0,660400.0
H22004-04-05,,
H22006-04-01,416.0,249600.0
H22014-04-01,364.0,234000.0
H22101-04-01,1248.0,660400.0
H22101-04-02,416.0,208000.0
H22101-04-03,,
H22102-04-02,7332.0,3224000.0
H22103-04-01,1144.0,608400.0
H22105-04-01,1300.0,655200.0
H22106-04-01,182.0,88400.0
H22109-04-01,572.0,520000.0
H22110-04-01,1560.0,925600.0
H22110-04-02,4940.0,2038400.0
H22110-04-03,2496.0,1357200.0
H22110-04-04,936.0,707200.0
H22110-04-05,2132.0,1060800.0
H22110-04-06,832.0,166400.0
H22111-04-01,1092.0,184600.0
H22301-04-01,,
H22302-04-01,2080.0,3120000.0
H22303-04-01,2912.0,941200.0
H22303-04-02,884.0,369200.0
H22303-04-03,1040.0,764400.0
H22303-04-04,936.0,624000.0
H22305-04-01,832.0,915200.0
H22306-04-01,,
H22307-04-01,1508.0,1456000.0
H22308-04-01,1352.0,416000.0
H22309-04-01,2236.0,1362400.0
H22309-04-02,,
H22310-04-01,1196.0,2938000.0
H22401-04-01,208.0,395200.0
H22401-04-02,104.0,46800.0
H22404-04-01,156.0,31200.0
H22406-04-01,598.0,481000.0
H22407-04-01,52.0,10400.0
H22407-04-02,,
H22407-04-03,,
H22408-04-01,728.0,546000.0
H22409-04-01,364.0,182000.0
H22410-04-01,3068.0,1726400.0
H22501-04-01,468.0,234000.0
H22502-04-01,520.0,676000.0
H22502-04-02,728.0,639600.0
H22503-04-01,2574.0,2210000.0
H22503-04-02,520.0,384800.0
H22504-04-01,884.0,967200.0
H22505-04-01,1820.0,1445600.0
H22506-04-01,1352.0,1248000.0
H22507-04-01,1560.0,1123200.0
H22509-04-01,3614.0,1942200.0
H22510-04-01,2756.0,2303600.0
H22802-04-01,624.0,312000.0
H22803-04-01,494.0,423800.0
H22805-04-01,780.0,816400.0
H22806-04-01,208.0,41600.0
H22807-04-01,416.0,109200.0
H23101-04-01,624.0,494000.0
H23102-04-01,1924.0,738400.0
H23103-04-01,260.0,390000.0
H23103-04-02,416.0,260000.0
H23104-04-01,728.0,364000.0
H23104-04-02,676.0,494000.0
H23105-04-01,884.0,660400.0
H23106-04-01,1300.0,1284400.0
H23107-04-01,520.0,858000.0
H23108-04-01,936.0,780000.0
H23109-04-01,1248.0,1378000.0
H23109-04-02,,
H23109-04-03,910.0,832000.0
H23110-04-01,676.0,400400.0
H23301-04-01,,
H23302-04-01,,
H23303-04-01,,
H23304-04-01,1248.0,644800.0
H23306-04-01,676.0,390000.0
H23307-04-01,,
H23308-04-01,,
H23310-04-01,,
H23312-04-01,,
H23401-04-01,364.0,728000.0
H23402-04-01,,
H23404-04-01,1456.0,1528800.0
H23404-04-02,,
H23405-04-01,,
H23406-04-01,260.0,260000.0
H23407-04-01,,
H23407-04-02,,
H23408-04-01,364.0,364000.0
H23410-04-01,416.0,208000.0
H23411-04-01,728.0,364000.0
H23412-04-01,,
H23502-04-01,104.0,124800.0
H23503-04-01,208.0,416000.0
H23503-04-02,,
H23503-04-03,,
H23503-04-04,,
H23504-04-01,988.0,598000.0
H23505-04-01,468.0,468000.0
H23506-04-01,676.0,540800.0
H23506-04-02,1300.0,577200.0
H23507-04-01,468.0,468000.0
H23508-04-01,1352.0,384800.0
H23509-04-01,,
H23509-04-02,260.0,468000.0
H23509-04-03,312.0,187200.0
H23510-04-01,,
H23513-04-01,156.0,156000.0
H23601-04-01,884.0,223600.0
H23601-04-02,416.0,145600.0
H23601-04-03,104.0,52000.0
H23603-04-01,1144.0,582400.0
H23604-04-01,,
H23605-04-01,832.0,306800.0
H23606-04-01,728.0,520000.0
H23607-04-01,,
H23607-04-02,520.0,442000.0
H23607-04-03,104.0,156000.0
H23607-04-04,832.0,956800.0
H23607-04-05,520.0,270400.0
H23608-04-01,2080.0,208000.0
H23610-04-01,,
H23701-04-01,104.0,286000.0
H23701-04-02,1144.0,618800.0
H23702-04-01,416.0,306800.0
H23705-04-01,312.0,234000.0
H23707-04-01,208.0,104000.0
H23708-04-01,52.0,52000.0
H23708-04-02,520.0,338000.0
H23708-04-03,,
H23709-04-01,728.0,525200.0
H23710-04-01,2132.0,514800.0
H23710-04-02,208.0,20800.0
H23801-04-01,52.0,156000.0
H23802-04-01,52.0,52000.0
H23804-04-01,364.0,280800.0
H23806-04-01,104.0,650000.0
H23806-04-02,,
H23808-04-01,676.0,546000.0
H23809-04-01,1092.0,546000.0
H23810-04-01,364.0,364000.0
H23811-04-01,1040.0,629200.0
H23812-04-01,364.0,161200.0
H23813-04-01,,
H23901-04-01,520.0,348400.0
H23902-04-01,156.0,156000.0
H23903-04-01,52.0,364000.0
H23904-04-01,2496.0,842400.0
H23905-04-01,364.0,1092000.0
H23905-04-02,728.0,317200.0
H23906-04-01,676.0,431600.0
H23907-04-01,,
H23908-04-01,728.0,951600.0
H23909-04-01,364.0,364000.0
H24201-04-01,2080.0,956800.0
H24202-04-01,520.0,832000.0
H24203-04-01,936.0,884000.0
H24204-04-01,1300.0,977600.0
H24205-04-02,1196.0,681200.0
H24206-04-01,988.0,369200.0
H24207-04-01,1404.0,728000.0
H24208-04-01,1300.0,629200.0
H24209-04-01,1040.0,790400.0
H24209-04-02,1456.0,806000.0
H24210-04-01,1976.0,816400.0
H24210-04-02,468.0,197600.0
H24401-04-01,260.0,98800.0
H24401-04-02,364.0,197600.0
H24401-04-03,,
H24403-04-01,1092.0,447200.0
H24403-04-02,208.0,104000.0
H24407-04-01,2340.0,811200.0
H24409-04-01,364.0,728000.0
H24411-04-01,676.0,67600.0
H24502-04-01,364.0,182000.0
H24505-04-01,156.0,31200.0
H24506-04-01,780.0,244400.0
H24506-04-02,728.0,416000.0
H24507-04-01,416.0,520000.0
H24509-04-01,,
H24510-04-01,,
H24511-04-01,,
H24512-04-01,1820.0,1528800.0
H24601-04-01,520.0,1066000.0
H24603-04-01,,
H24604-04-01,1092.0,1929200.0
H24605-04-01,728.0,546000.0
H24606-04-01,,
H24608-04-01,728.0,728000.0
H24610-04-01,,
H24802-04-01,5512.0,951600.0
H24802-04-02,728.0,504400.0
